2024-12-17 18:53:13,835 - root - INFO - Loaded camera cache from c:\!AndriiShramko\inventions\SDKGOPROShramko\GoProControl\api\v2\v39\data\camera_cache.json
2024-12-17 18:53:13,843 - root - INFO - Loaded cached camera devices:
2024-12-17 18:53:13,844 - root - INFO - Name: C3461350386740, IP: 172.27.140.51
2024-12-17 18:53:13,844 - root - INFO - Name: C3461326143885, IP: 172.28.185.51
2024-12-17 18:53:13,845 - root - INFO - Stopping recording on all cameras...
2024-12-17 18:53:13,852 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): 172.28.185.51:8080
2024-12-17 18:53:13,853 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): 172.27.140.51:8080
2024-12-17 18:53:13,899 - urllib3.connectionpool - DEBUG - http://172.27.140.51:8080 "GET /gopro/camera/state HTTP/11" 200 1420
2024-12-17 18:53:13,902 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): 172.27.140.51:8080
2024-12-17 18:53:13,903 - urllib3.connectionpool - DEBUG - http://172.28.185.51:8080 "GET /gopro/camera/state HTTP/11" 200 1409
2024-12-17 18:53:13,905 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): 172.28.185.51:8080
2024-12-17 18:53:14,441 - urllib3.connectionpool - DEBUG - http://172.28.185.51:8080 "GET /gopro/camera/shutter/stop HTTP/11" 200 0
2024-12-17 18:53:14,442 - root - INFO - Recording stopped successfully on camera 172.28.185.51.
2024-12-17 18:53:14,456 - urllib3.connectionpool - DEBUG - http://172.27.140.51:8080 "GET /gopro/camera/shutter/stop HTTP/11" 200 0
2024-12-17 18:53:14,457 - root - INFO - Recording stopped successfully on camera 172.27.140.51.
