2024-12-21 19:18:58,722 - root - INFO - Using data directory: c:\!AndriiShramko\inventions\SDKGOPROShramko\GoProControl\api\v2\v39\data
2024-12-21 19:18:58,723 - root - INFO - Loaded camera cache from c:\!AndriiShramko\inventions\SDKGOPROShramko\GoProControl\api\v2\v39\data\camera_cache.json
2024-12-21 19:18:58,724 - root - INFO - Loaded cached camera devices:
2024-12-21 19:18:58,724 - root - INFO - Name: C3461325908060, IP: 172.20.160.51
2024-12-21 19:18:58,725 - root - INFO - Name: C3461326043977, IP: 172.29.177.51
2024-12-21 19:18:58,725 - root - INFO - Name: C3461326029723, IP: 172.27.123.51
2024-12-21 19:18:58,726 - root - INFO - Stopping recording on all cameras...
2024-12-21 19:18:58,733 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): 172.27.123.51:8080
2024-12-21 19:18:58,736 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): 172.29.177.51:8080
2024-12-21 19:18:58,736 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): 172.20.160.51:8080
2024-12-21 19:18:58,780 - urllib3.connectionpool - DEBUG - http://172.20.160.51:8080 "GET /gopro/camera/state HTTP/11" 200 1407
2024-12-21 19:18:58,781 - urllib3.connectionpool - DEBUG - http://172.27.123.51:8080 "GET /gopro/camera/state HTTP/11" 200 1419
2024-12-21 19:18:58,781 - urllib3.connectionpool - DEBUG - http://172.29.177.51:8080 "GET /gopro/camera/state HTTP/11" 200 1427
2024-12-21 19:18:58,785 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): 172.20.160.51:8080
2024-12-21 19:18:58,787 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): 172.27.123.51:8080
2024-12-21 19:18:58,788 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): 172.29.177.51:8080
2024-12-21 19:18:59,269 - urllib3.connectionpool - DEBUG - http://172.20.160.51:8080 "GET /gopro/camera/shutter/stop HTTP/11" 200 0
2024-12-21 19:18:59,270 - root - INFO - Recording stopped successfully on camera 172.20.160.51.
2024-12-21 19:18:59,284 - urllib3.connectionpool - DEBUG - http://172.27.123.51:8080 "GET /gopro/camera/shutter/stop HTTP/11" 200 0
2024-12-21 19:18:59,285 - root - INFO - Recording stopped successfully on camera 172.27.123.51.
2024-12-21 19:18:59,378 - urllib3.connectionpool - DEBUG - http://172.29.177.51:8080 "GET /gopro/camera/shutter/stop HTTP/11" 200 0
2024-12-21 19:18:59,378 - root - INFO - Recording stopped successfully on camera 172.29.177.51.
