2024-12-21 19:19:30,255 - root - INFO - Using data directory: c:\!AndriiShramko\inventions\SDKGOPROShramko\GoProControl\api\v2\v39\data
2024-12-21 19:19:30,261 - root - INFO - Loaded camera cache from c:\!AndriiShramko\inventions\SDKGOPROShramko\GoProControl\api\v2\v39\data\camera_cache.json
2024-12-21 19:19:30,262 - root - INFO - Loaded cached camera devices:
2024-12-21 19:19:30,262 - root - INFO - Name: C3461326043977, IP: 172.29.177.51
2024-12-21 19:19:30,263 - root - INFO - Name: C3461325908060, IP: 172.20.160.51
2024-12-21 19:19:30,264 - root - INFO - Name: C3461326029723, IP: 172.27.123.51
2024-12-21 19:19:30,265 - root - INFO - Stopping recording on all cameras...
2024-12-21 19:19:30,270 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): 172.29.177.51:8080
2024-12-21 19:19:30,272 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): 172.20.160.51:8080
2024-12-21 19:19:30,273 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): 172.27.123.51:8080
2024-12-21 19:19:30,340 - urllib3.connectionpool - DEBUG - http://172.20.160.51:8080 "GET /gopro/camera/state HTTP/11" 200 1405
2024-12-21 19:19:30,344 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): 172.20.160.51:8080
2024-12-21 19:19:30,345 - urllib3.connectionpool - DEBUG - http://172.29.177.51:8080 "GET /gopro/camera/state HTTP/11" 200 1425
2024-12-21 19:19:30,346 - urllib3.connectionpool - DEBUG - http://172.27.123.51:8080 "GET /gopro/camera/state HTTP/11" 200 1417
2024-12-21 19:19:30,353 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): 172.29.177.51:8080
2024-12-21 19:19:30,356 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): 172.27.123.51:8080
2024-12-21 19:19:30,877 - urllib3.connectionpool - DEBUG - http://172.20.160.51:8080 "GET /gopro/camera/shutter/stop HTTP/11" 200 0
2024-12-21 19:19:30,879 - root - INFO - Recording stopped successfully on camera 172.20.160.51.
2024-12-21 19:19:30,891 - urllib3.connectionpool - DEBUG - http://172.29.177.51:8080 "GET /gopro/camera/shutter/stop HTTP/11" 200 0
2024-12-21 19:19:30,893 - root - INFO - Recording stopped successfully on camera 172.29.177.51.
2024-12-21 19:19:30,907 - urllib3.connectionpool - DEBUG - http://172.27.123.51:8080 "GET /gopro/camera/shutter/stop HTTP/11" 200 0
2024-12-21 19:19:30,908 - root - INFO - Recording stopped successfully on camera 172.27.123.51.
