2024-12-17 18:45:20,689 - root - INFO - Loaded camera cache from c:\!AndriiShramko\inventions\SDKGOPROShramko\GoProControl\api\v2\v39\data\camera_cache.json
2024-12-17 18:45:20,690 - root - INFO - Loaded cached camera devices:
2024-12-17 18:45:20,691 - root - INFO - Name: C3461326143885, IP: 172.28.185.51
2024-12-17 18:45:20,691 - root - INFO - Name: C3461350386740, IP: 172.27.140.51
2024-12-17 18:45:20,691 - root - INFO - Stopping recording on all cameras...
2024-12-17 18:45:20,696 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): 172.27.140.51:8080
2024-12-17 18:45:20,697 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): 172.28.185.51:8080
2024-12-17 18:45:20,744 - urllib3.connectionpool - DEBUG - http://172.27.140.51:8080 "GET /gopro/camera/state HTTP/11" 200 1420
2024-12-17 18:45:20,747 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): 172.27.140.51:8080
2024-12-17 18:45:20,759 - urllib3.connectionpool - DEBUG - http://172.28.185.51:8080 "GET /gopro/camera/state HTTP/11" 200 1409
2024-12-17 18:45:20,766 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): 172.28.185.51:8080
2024-12-17 18:45:21,344 - urllib3.connectionpool - DEBUG - http://172.27.140.51:8080 "GET /gopro/camera/shutter/stop HTTP/11" 200 0
2024-12-17 18:45:21,346 - root - INFO - Recording stopped successfully on camera 172.27.140.51.
2024-12-17 18:45:21,467 - urllib3.connectionpool - DEBUG - http://172.28.185.51:8080 "GET /gopro/camera/shutter/stop HTTP/11" 200 0
2024-12-17 18:45:21,469 - root - INFO - Recording stopped successfully on camera 172.28.185.51.
